Procedure,Outcome,Product Line,Product,Author ,Product Line,Article Title,Reference,Outcome/Comments,Abstract,Hyperlink,
Removal of lobes (minutes) 12.5 11.4
Weight of lobes (grams) 10.1 8.3
Discussion
Both holmium and Gyrus enucleation techniques appear to be at least as effective
as TURP while being associated with less electrolyte disturbance. With
both techniques of enucleation the bleeding is minimal so catheter irrigation is
avoided. The majority of patients lost their catheters within 24 hours.",http://www.liebertonline.com/doi/abs/10.1089/089277902320436558,

Enucleation,Procedure Time,PK,Resection Loop / Other Electrode,Watson,PK,A Randomised Study Comparing Holmium Laser Enucleation of the Prostate,"Dept of Urology, Eastbourne District General Hospital ","Ability to enucleate 45g prostate with PlasmaCise.  Catheter removed next day, similar outcomes and procedure time to laser.","Introduction
The holmium laser has been demonstrated to reduce the bleeding and the
catheterisation time associated with prostatic resection. The Gyrus plasmacise
probe can be used in an identical manner to the holmium laser.
Results
uHolmium Laseru uGyrusu
Number 11 11
Mean age 64.4 68.0
TRUS volume (cc) 45.2 45.5
IPSS score (pre) 22.0 21.2
(post) 8.3 6.7
Quality of lifE (pre) 4.2 4.1
(post) 1.8 1.3
Q Max (pre) 9.4 9.9
(post) 24.7 25.2
P.M. residual (pre) 238 144
(post) 36.5 11.0
Hb (pre) 14.8 14.2
(24 hr) 14.4 13.1
Na (pre) 139.5 138.9
(2 hrs post) 139.3 139.0
Transfusions Nil Nil
Catheter irrigation Nil Nil
Catheter duration (hours) 17.8 29.8
Time to enucleate (minutes) 39 41.5
Removal of lobes (minutes) 12.5 11.4
Weight of lobes (grams) 10.1 8.3
Discussion
Both holmium and Gyrus enucleation techniques appear to be at least as effective
as TURP while being associated with less electrolyte disturbance. With
both techniques of enucleation the bleeding is minimal so catheter irrigation is
avoided. The majority of patients lost their catheters within 24 hours.",http://www.liebertonline.com/doi/abs/10.1089/089277902320436558,

PK TUVP (Not with PlasmaButton),Blood loss,PK,Resection Loop / Other Electrode,Botto,PK,Electrovaporization of the Prostate with the Gyrus Device,"Journal of Endourology Vol. 15, Number 3, April 2001","Length of Stay = 2.2 days, Post-op catheterization = 1.4 days, vaporization nets good intraoperative vision, coag necrosis limited to 1mm = less swelling = less dysuria.","PURPOSE: To assess the efficacy and the safety of a new transurethral endoscopic device using bipolar electrocautery, the Gyrus system. This system permits rapid prostate tissue removal by endoscopic vaporization with little bleeding and no pad return using saline irrigation and therefore eliminating TURP syndrome.

PATIENTS AND METHODS: Forty-two patients (mean age 70; range 49-90 years) with symptomatic benign prostatic hyperplasia (BPH) without suspected cancer, confirmed by digital rectal examination and PSA tests, were treated between October 1998 and February 1999 with the Gyrus and evaluated at 1 and 3 months postoperatively by the International Prostate Symptom Score (IPSS) and maximum urinary flow rate.

RESULTS: No postoperative bleeding necessitating catheterization for postoperative retention occurred. The duration of the procedure was < or = 30 minutes in 12 patients, 30 to 60 minutes in 27 patients, and >60 minutes in 3 patients. The mean time of postoperative continuous bladder irrigation was 1.2 days (0.5-3 days). The mean catheterization time was 1.4 days (range 0.5-5 days). Urethral stricture requiring treatment occurred in two patients. Dysuria was reported by four patients (mild two, severe two). The postoperative hospitalization was a mean of 2.2 days. The mean peak flow rate increased from 7.9 to 19.7 mL/sec at 3 months, and the IPSS decreased from 16 to 9 at 3 months.

CONCLUSION: Our preliminary results with a bipolar electrode for electrovaporization of the prostate using the Gyrus suggest that it is a useful and safe endoscopic device. It appears to be an effective treatment for BPH; however, long-term results (i.e., 1-year follow-up) should be evaluated. This pilot series permits a comparative study with TURP to assess the benefits for patients and the health care system.",http://www.ncbi.nlm.nih.gov/pubmed/11339400,

PK TUVP (Not with PlasmaButton),Blood loss,PK,Resection Loop / Other Electrode,Liu,PK,Transurethral Bipolar Electrovaporization of Prostate for Treatment of BPH with 800 Cases Report,"Journal of Endourology, Sept 2003, Vol 17, No 1, 1-275  ","Mean prostate volume = 65g, Qmax increased from 14.5 to 21.8ml/s, IPSS declined from 25.7 to 8.6, QOL from 4.15 to 1.80","Transurethral resection of prostate (TURP) was considered
as golden standard for treatment of benign prostatic
hyperplasia (BPH) and TUVP become more popular
recent years. We introduce our experience in
transurethral bipolar electrovaporization(TUBVP) of
prostate.
Objective To study the efficacy and safety of transurethral
bipolar electrovaporization of prostate (TUBVP)
for the treatment of benign prostatic hyperplasia (BPH).
Methods The device was Gyrus bipolar plasmakinetic
endoscopic system.Between January 2000 and January
2003, 800 patients with lower urinary tract symptoms
associated with benign prostatic hyperplasia (BPH) underwent
transurethral bipolar electrovaporization of
prostate. Prostate volume was measured by transrectal
ultrasound wave. Clinical efficacies were evaluated by
IPSS(International Prostate Symptom Score) QOL (Quality
of Life) and Qmax (Peak uroflow rate). Serum hemoglobin
and electrolyte concentration were recorded
before and after surgery. The volume of absorbed irrigation
fluid and blood loss during operation were also
recorded.
Results Mean prostate volume was 65g(39-350g). The
mean Qmax increased from 14.5 to 21.8ml/s(p<0.01)
after TUBVP while mean IPSS declined from 25.7 to
8.6(p<0.01) and QOL from 4.15 to 1.80(p<0.01).
Serum hemoglobin and electrolyte concentration before
surgery both did not differ significantly from that after
surgery(p>0.05). The volume of absorbed irrigation fluid
and blood loss during operation were 466ml and 67.3ml
respectively. Blood transfusion was not needed. Severe
complications such as urinary incontinence and TUR syndrome
were not found.
Conclusion Transurethral bipolar electrovaporization of
prostate(TUBVP) is a good alternative for TUVP but more
safe.",http://www.liebertonline.com/doi/abs/10.1089/089277903322397423?prevSearch=allfield%253A%252828.%2509Liu%2BCX%252C%2BXu%2BA%252C%2BZheng%2BS%252C%2BZhou%2BX%2B%2526%2BZhang%2BF%2529&searchHistoryKey=,

PK TUVP (Not with PlasmaButton),Blood loss,PK,Resection Loop / Other Electrode,McFarlane,PK,Gyrus Electrovaporisation and TURP:  Preliminary Results of a Prospective Randomized Trial,"Journal of Endourology, Nov 2001, Volume 15, ","No complications, reduced bleeding vs TURP, reduced catheterization time and discharge.  Comparable Qmax, AUA/IPSS, Sexual function and QoL to TURP.",,,

PK TUVP (Not with PlasmaButton),Blood loss,PK,Resection Loop / Other Electrode,Strup,PK,Plasmakinetic Vaporization and Vaporesection of Prostate and Bladder Tissue,"Journal of Endourology, Vol 15, Supp 1, Nov 2001, ","Need for post TURP irrigation of the bladder is rare, Cath time generally less than 24 hrs, excellent hemostasis, allows for deep and precise resection of the bladder","Introduction: The Plasmakinetic System (GYRUS Medical) uses bipolar
technology to create an ionized plasma pocket which allows vaporization
or resection of tissue in a saline environment. The plasma
pocket provides excellent hemostasis with controlled energy. This system
has been adapted to transurethral surgery of the prostate and bladder.
Technique: The technique of Plasmakinetic transurethral vaporization
of the prostate (TVP) is demonstrated. The procedure is performed
through a dedicated continuous flow resectoscope using saline irrigation.
The prostate is gradually vaporized using antegrade or combined
antegrade and retrograde passes with the Plasma-V electrode. Subsequently,
Plasmakinetic transurethral vaporesection of the prostate is
demonstrated using the same instruments and irrigation. The resection
technique is similar to standard TURP with key differences being emphasized.
Finally, the technique of Plasmakinetic transurethral resection
of bladder tumor is shown.
Results: We have used the Plasmakinetic system to perform over 30
transurethral procedures. Prosate vaporization and resection is done in
a saline environment with excellent hemostasis. The need for post-
TURP irrigation of the bladder is rare and the catheter time is generally
less than 24 hours. In the bladder, the Plasmakinetic system provides
controlled energy allowing for safe resection along the lateral wall
of the bladder and ureteral orfices. The plasma pocket provides excellent
hemostasis with limited thermal effect allowing for deep and precise
resection of the bladder.
Conclusions: Plasmakinetic vaporization and vaporesection of prostate
and bladder tissue is an exciting new technology which makes the familiar
techniques of TURP and bladder tumor resection even more efficient
and safe.",http://www.liebertonline.com/doi/abs/10.1089/08927790152686901,

PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,Botto,PK,Electrovaporization of the Prostate with the Gyrus Device,"Journal of Endourology Vol. 15, Number 3, April 2001","Length of Stay = 2.2 days, Post-op catheterization = 1.4 days, vaporization nets good intraoperative vision, coag necrosis limited to 1mm = less swelling = less dysuria.","PURPOSE: To assess the efficacy and the safety of a new transurethral endoscopic device using bipolar electrocautery, the Gyrus system. This system permits rapid prostate tissue removal by endoscopic vaporization with little bleeding and no pad return using saline irrigation and therefore eliminating TURP syndrome.

PATIENTS AND METHODS: Forty-two patients (mean age 70; range 49-90 years) with symptomatic benign prostatic hyperplasia (BPH) without suspected cancer, confirmed by digital rectal examination and PSA tests, were treated between October 1998 and February 1999 with the Gyrus and evaluated at 1 and 3 months postoperatively by the International Prostate Symptom Score (IPSS) and maximum urinary flow rate.

RESULTS: No postoperative bleeding necessitating catheterization for postoperative retention occurred. The duration of the procedure was < or = 30 minutes in 12 patients, 30 to 60 minutes in 27 patients, and >60 minutes in 3 patients. The mean time of postoperative continuous bladder irrigation was 1.2 days (0.5-3 days). The mean catheterization time was 1.4 days (range 0.5-5 days). Urethral stricture requiring treatment occurred in two patients. Dysuria was reported by four patients (mild two, severe two). The postoperative hospitalization was a mean of 2.2 days. The mean peak flow rate increased from 7.9 to 19.7 mL/sec at 3 months, and the IPSS decreased from 16 to 9 at 3 months.

CONCLUSION: Our preliminary results with a bipolar electrode for electrovaporization of the prostate using the Gyrus suggest that it is a useful and safe endoscopic device. It appears to be an effective treatment for BPH; however, long-term results (i.e., 1-year follow-up) should be evaluated. This pilot series permits a comparative study with TURP to assess the benefits for patients and the health care system.

",http://www.ncbi.nlm.nih.gov/pubmed/11339400,

PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,Karaman,PK,Comparison of Transurethral Vaporization Using PlasmaKinetic Energy and TURP:  1 Yr Follow-up,"Journal of Endourology Volume 19, Number 6, July/August 2005","The mean for the  following key indicators were all shorter/less than monopolar:  Procedure time 40min vs 55min; Bladder Irrigation 6 hrs vs 20 hrs; Cath time 35 hrs vs 68 hrs.  IPSS at 3, 6 & 12 months followup was significantly better (P<0.001)","Purpose: A prospective study was conducted to evaluate the efficacy and safety of PlasmaKinetic™ vaporization of prostate (PKVP) relative to standard transurethral resection of prostate (TURP) in the surgical management of benign prostatic hyperplasia (BPH). 

Patients and Methods: Between March of 2001 and February of 2003, 75 patients aged 49 to 80 years (median 66 years) with a complaint of lower urinary-tract symptoms and a mean prostate volume of 50 ± 6 cc were enrolled in this study. We evaluated the operating time, blood transfusion, postoperative irrigation period, and catheter-removal time. Patients were assessed at baseline and during the follow-up using the International Prostate Symptom Score (IPSS) and maximum urinary flow rate (Qmax). 

Results: The mean operation time for PKVP (40.3 ± 15 minutes) was significantly shorter than that of TURP (55 ± 11.1 minutes) (P < 0.001). The postoperative irrigation period was significantly shorter in the PKVP group (mean 6 ± 3 hours) than in the TURP group (mean 20 ± 8 hours) (P < 0.001). The mean catheter-removal time was significantly later after TURP (68 ± 21 hours) than after PKVP (35 ± 9 hours) (P < 0.001). The groups had comparable mean IPSS and Qmax values at baseline, and both had significant improvement in these parameters after operation. For IPSS, especially at the third month after the operation, PKVP patients showed significantly greater improvement (P < 0.001). There was no difference in Qmax values between the groups (P > 0.05). Whereas blood transfusion was necessary for two patients in the TURP group, there were no transfusions in the PKVP group. 

Conclusions: Because of the short operating time, smaller blood loss, shorter period of irrigation and catheterization, use of isotonic fluid, and absence of electrical current, PKVP is safe and advantageous. Although these early results have shown that this technique may be a good alternative among the minimally invasive methods for the surgical management of BPH, further studies with longer-term results are essential. ",http://www.liebertonline.com/doi/abs/10.1089/end.2005.19.734,

PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,Kilinc,PK,Plasmakinetic Vaporisation of the Prostate,"Journal of Endourology, Sept 2003, Vol 17, No 1, 1-275  ABSTRACT","Catheter time 1.5 days, LOS 2.1 days, No post-op complications.","Introduction The current gold Standard for the surgical
treatment of the BPH is transurethral resection
prostate requiring in-patient care for 2-7 days. Plasmakinetic
vaporisation of prostate (PKVP) is an exciting new
surgical technique which utilises radio frequency to vaporise
obstructing tissue. It is shown to be equally as
effective as TURP and provides excellent hemostasis with
contolled energy. Moreover, it eliminates TURP syndrome,
using continuous saline irrigation.
Patients and Method Twenty men (mean age 68;
range::48-86 years) were studied. Patients with urinary
retention, prostate cancer, abnormal PSA value, previous
MODERATED POSTER SESSIONS ABSTRACTS -A189-
surgery were excluded. Pre-operatively prostate volume
was measured with transrectal ultrasonogrephy. Flow
rate and residual volüme measured along with international
prostate symptom score(IPSS). All patients received
a standardised general anaesthesia. Surgical relief
of prostatic obstraction was achieved by PKVP
creating a cavity obtained by TUR. Saline is always used
as irrigant solution.
Results No postoperative bleeding necessitating
catheterization for postoperative retention occurred. The
duration of the procedure was 30 to 70 minutes. The
mean time of post-operative continuous bladder irrigation
was 1.4 (1-3 days). The mean catheterization time
was 1.5 days (range 1-5 days). The postoperative hospitalization
was a mean of 2.1 days. The mean peak
flow rate increased from 6.9 to 18.1 ml/sec at 3 months,
and the IPSS decreased from 15 to 9 at 3 months.
Conclusions Our results with PKVP prostatectomy suggest
that it’s a useful, efficient and safe endoscopic device.
It can be provided safely and with a high degree
of patient acceptability.",http://www.liebertonline.com/doi/abs/10.1089/089277903322397423?prevSearch=allfield%253A%2528Plasmakinetic%2BVaporisation%2Bof%2Bthe%2BProstate%2529&searchHistoryKey=,

PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,McFarlane,PK,Gyrus Electrovaporisation and TURP:  Preliminary Results of a Prospective Randomized Trial,"Journal of Endourology, Nov 2001, Volume 15, ","No complications, reduced bleeding vs TURP, reduced catheterization time and discharge.  Comparable Qmax, AUA/IPSS, Sexual function and QoL to TURP.",,,

PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,Muslumanoglu,PK,"Prospective, Randomised Study of Electrovaporisation with Gyrus Device (PK) and TURP in Men with BPH:  Preliminary Results","Journal of Endourology, Vol 16, Supp 1, ","Proc time 42 min vs 59 min TURP.  Bladder irrigation 1.37 days vs 1.8 days TURP.  Catheterization time 2.6 days vs 4 days TURP, Similar AUA & Qmax outcomes.","Objective: To compare efficacy and cost-effectiveness of TURP versus
transurethral electrovaporization with Gyrus device (PlasmaKinetic TM), with its
special features such as rapid tissue removal using bipolar electrocautery under
saline irrigation.
Methods: During a 9-month period, men with BPH, having failed medical
therapy, were randomly assigned to either electrovaporization with Gyrus device
(Group I) or TURP (Group II). Men with suspected cancer, confirmed by digital
rectal examination and PSA, or neurogenic bladder were excluded, and a total of
60 men with a mean age of 68.4 (range: 53–78) years were enrolled in the study.
Preoperatively, AUA symptom score, uroflowmetry, and ultrasound were obtained.
Postoperatively, the patients were seen at 1, 3 and 6 months.
Results: Mean prostate volumes were 50.1 g and 54.0 g in groups I and II,
respectively (p . 0.05). The mean operative time was 42.2 minutes in group I
and 59.3 minutes in group II (p , 0.01). Mean volume of saline irrigation during
PlasmaKinetic procedure was significantly lower than that of hyperosmolar
solution irrigation during TURP. Mean time for postoperative continuos bladder
irrigation was 1.37 days in group I, and 1.8 days in group II (p , 0.01). Mean
catheterization time was 2.6 days in the former group and 3.97 days in the latter
group (p , 0.05). The mean AUA symptom score declined from 21.4 preoperatively
to 7.9 at 6 months in PlasmaKinetic group, while it declined from 20.9 preoperatively
to 7.4 at 6 months in TURP group. The mean maximum flow rates
increased from 5.1 ml/sec preoperatively to 17.8 ml/sec at 6 months and from 6.3
ml/sec preoperatively to 18.5 ml/sec at 6 months in groups I and II, respectively.
Conclusion: Our preliminary results demonstrate similar improvement in
terms of symptom score and urinary flow rate in both groups. However, excluding
expenses related to the device and its loops, decreased operation and catheterization
times render PlasmaKinetic cost-effective.",http://www.liebertonline.com/doi/abs/10.1089/089277902320436558?prevSearch=allfield%253A%252832.%2509Muslumanoglu%2BA%252C%2BMuslumanoglu%2BA%252C%2BBaykal%2BM%2529&searchHistoryKey=,

PK TUVP (Not with PlasmaButton),Cath Time,PK,Resection Loop / Other Electrode,Strup,PK,Plasmakinetic Vaporization and Vaporesection of Prostate and Bladder Tissue,"Journal of Endourology, Vol 15, Supp 1, Nov 2001,","Need for post TURP irrigation of the bladder is rare, Cath time generally less than 24 hrs, excellent hemostasis, allows for deep and precise resection of the bladder","Introduction: The Plasmakinetic System (GYRUS Medical) uses bipolar
technology to create an ionized plasma pocket which allows vaporization
or resection of tissue in a saline environment. The plasma
pocket provides excellent hemostasis with controlled energy. This system
has been adapted to transurethral surgery of the prostate and bladder.
Technique: The technique of Plasmakinetic transurethral vaporization
of the prostate (TVP) is demonstrated. The procedure is performed
through a dedicated continuous flow resectoscope using saline irrigation.
The prostate is gradually vaporized using antegrade or combined
antegrade and retrograde passes with the Plasma-V electrode. Subsequently,
Plasmakinetic transurethral vaporesection of the prostate is
demonstrated using the same instruments and irrigation. The resection
technique is similar to standard TURP with key differences being emphasized.
Finally, the technique of Plasmakinetic transurethral resection
of bladder tumor is shown.
Results: We have used the Plasmakinetic system to perform over 30
transurethral procedures. Prosate vaporization and resection is done in
a saline environment with excellent hemostasis. The need for post-
TURP irrigation of the bladder is rare and the catheter time is generally
less than 24 hours. In the bladder, the Plasmakinetic system provides
controlled energy allowing for safe resection along the lateral wall
of the bladder and ureteral orfices. The plasma pocket provides excellent
hemostasis with limited thermal effect allowing for deep and precise
resection of the bladder.
Conclusions: Plasmakinetic vaporization and vaporesection of prostate
and bladder tissue is an exciting new technology which makes the familiar
techniques of TURP and bladder tumor resection even more efficient
and safe.",http://www.liebertonline.com/doi/abs/10.1089/08927790152686901,

PK TUVP (Not with PlasmaButton),Cost Effective,PK,Resection Loop / Other Electrode,Muslumanoglu,PK,"Prospective, Randomised Study of Electrovaporisation with Gyrus Device (PK) and TURP in Men with BPH:  Preliminary Results","Journal of Endourology, Vol 16, Supp 1, ","Proc time 42 min vs 59 min TURP.  Bladder irrigation 1.37 days vs 1.8 days TURP.  Catheterization time 2.6 days vs 4 days TURP, Similar AUA & Qmax outcomes.","Objective: To compare efficacy and cost-effectiveness of TURP versus
transurethral electrovaporization with Gyrus device (PlasmaKinetic TM), with its
special features such as rapid tissue removal using bipolar electrocautery under
saline irrigation.
Methods: During a 9-month period, men with BPH, having failed medical
therapy, were randomly assigned to either electrovaporization with Gyrus device
(Group I) or TURP (Group II). Men with suspected cancer, confirmed by digital
rectal examination and PSA, or neurogenic bladder were excluded, and a total of
60 men with a mean age of 68.4 (range: 53–78) years were enrolled in the study.
Preoperatively, AUA symptom score, uroflowmetry, and ultrasound were obtained.
Postoperatively, the patients were seen at 1, 3 and 6 months.
Results: Mean prostate volumes were 50.1 g and 54.0 g in groups I and II,
respectively (p . 0.05). The mean operative time was 42.2 minutes in group I
and 59.3 minutes in group II (p , 0.01). Mean volume of saline irrigation during
PlasmaKinetic procedure was significantly lower than that of hyperosmolar
solution irrigation during TURP. Mean time for postoperative continuos bladder
irrigation was 1.37 days in group I, and 1.8 days in group II (p , 0.01). Mean
catheterization time was 2.6 days in the former group and 3.97 days in the latter
group (p , 0.05). The mean AUA symptom score declined from 21.4 preoperatively
to 7.9 at 6 months in PlasmaKinetic group, while it declined from 20.9 preoperatively
to 7.4 at 6 months in TURP group. The mean maximum flow rates
increased from 5.1 ml/sec preoperatively to 17.8 ml/sec at 6 months and from 6.3
ml/sec preoperatively to 18.5 ml/sec at 6 months in groups I and II, respectively.
Conclusion: Our preliminary results demonstrate similar improvement in
terms of symptom score and urinary flow rate in both groups. However, excluding
expenses related to the device and its loops, decreased operation and catheterization
times render PlasmaKinetic cost-effective.",http://www.liebertonline.com/doi/abs/10.1089/089277902320436558?prevSearch=allfield%253A%252832.%2509Muslumanoglu%2BA%252C%2BMuslumanoglu%2BA%252C%2BBaykal%2BM%2529&searchHistoryKey=,

PK TUVP (Not with PlasmaButton),Day Case,PK,Resection Loop / Other Electrode,Eaton,PK,Day Case Prostatectomy employing the Gyrus Plasmakinetic Bipolar System,"Journal of Endourology, Vol 16, Supplement 1, Sept 2002, Page A126 ABSTRACT","Day case, IPSS/AUA, QoL, FR & PVR maintained at 2 year follow up, no re-admissions or post op bleeding, catheter voiding at 48 hrs, minimal analgesic","INTRODUCTION.
There is increased demand for surgical relief of bladder outflow obstruction.
Monopolar TURP has been the gold standard traditionally being
provided on an in-patient basis with hospitalisation of 2–5 days. Day Case
TURP has been described but has not been widely adopted largely because
of unpredictable peri-operative bleeding. The Gyrus plasma kinetic
(PK)bipolar system works in a saline environment and has superior haemostatic
effect to monoplar diathermy.This paper reports 150 patients undergoing
Day Case PK vaporisation (V) of prostate with a maximum followup
of 2 years.
PATIENTS & METHODS.
150 ASA 1&2 men age 65–83 with proven bladder outflow obstruction
underwent PKV prostate on a day case basis. They were discharged home
with a catheter in situ (mean time to discharge 5.6 hours) and returned for
catheter removal at 48 hours. Mean prostate volume was 35mls (15–120).
Patients were monitored haematologically and biochemically perioperatively
and at 48 hours. Analgesic requirements were recorded together with patient
satisfaction at 48 hours. Return to normal was recorded individually
and subjectively by each patient. Follow up was undertaken at 2 months and
at three month intervals thereafter recording satisfaction, IPSS, QoL and
Flow rate and post void residual.
RESULTS
143 men were discharged on day one There were no readmissions. 150
voided at first catheter removal at 48 hours. There were no electrolyte disturbances
and mean fall in Hb was 0.4 g/dl.There was no blood transfusion
ofr delayed bleeding. Analgesic requirements were minimal. Return to normality
varied from 2 to 23 days (mean 8) with 18% of patients experiencing
some irritation to 15 days. Satisfaction rates were 95% and improvement
in IPSS, QoL, FR and PVR were maintained to two years.
DISCUSSION
PKVP offers immediate,effective relief of obstruction with high satisfaction
and safety making it an ideal Day Case operation which could be
widely adopted.",http://www.liebertonline.com/doi/abs/10.1089/089277902320436558,

PK TUVP (Not with PlasmaButton),Dysuria ,PK,Resection Loop / Other Electrode,Botto,PK,Electrovaporization of the Prostate with the Gyrus Device,"Journal of Endourology Vol. 15, Number 3, April 2001","Length of Stay = 2.2 days, Post-op catheterization = 1.4 days, vaporization nets good intraoperative vision, coag necrosis limited to 1mm = less swelling = less dysuria.","PURPOSE: To assess the efficacy and the safety of a new transurethral endoscopic device using bipolar electrocautery, the Gyrus system. This system permits rapid prostate tissue removal by endoscopic vaporization with little bleeding and no pad return using saline irrigation and therefore eliminating TURP syndrome.

PATIENTS AND METHODS: Forty-two patients (mean age 70; range 49-90 years) with symptomatic benign prostatic hyperplasia (BPH) without suspected cancer, confirmed by digital rectal examination and PSA tests, were treated between October 1998 and February 1999 with the Gyrus and evaluated at 1 and 3 months postoperatively by the International Prostate Symptom Score (IPSS) and maximum urinary flow rate.

RESULTS: No postoperative bleeding necessitating catheterization for postoperative retention occurred. The duration of the procedure was < or = 30 minutes in 12 patients, 30 to 60 minutes in 27 patients, and >60 minutes in 3 patients. The mean time of postoperative continuous bladder irrigation was 1.2 days (0.5-3 days). The mean catheterization time was 1.4 days (range 0.5-5 days). Urethral stricture requiring treatment occurred in two patients. Dysuria was reported by four patients (mild two, severe two). The postoperative hospitalization was a mean of 2.2 days. The mean peak flow rate increased from 7.9 to 19.7 mL/sec at 3 months, and the IPSS decreased from 16 to 9 at 3 months.

CONCLUSION: Our preliminary results with a bipolar electrode for electrovaporization of the prostate using the Gyrus suggest that it is a useful and safe endoscopic device. It appears to be an effective treatment for BPH; however, long-term results (i.e., 1-year follow-up) should be evaluated. This pilot series permits a comparative study with TURP to assess the benefits for patients and the health care system.",http://www.ncbi.nlm.nih.gov/pubmed/11339400,

PK TUVP (Not with PlasmaButton),ED,PK,Resection Loop / Other Electrode,Pu,PK,"Erectile Dysfunction after PlasmaKinetic 
Vaporization of the Prostate:  
Incidence and Risk factors","Journal of Endourology
Vol 20, Number 9, September 2006","Post-operative ED 10.4% but attributable to independent risk factors, like diabetes and capsular perforation.  Removing ind. risk factors, rate of ED after PKVP = 3.9%","Purpose: To determine the incidence of erectile dysfunction (ED) after PlasmaKinetic vaporization of the prostate (PKVP) using objective and subjective parameters and risk factors. 

