Procedure,Outcome,Product Line,Product,Author ,Product Line,Article Title,Reference,Outcome/Comments,Abstract,Hyperlink,
Plasma Vaporization Therapy (TUVBT),Cath Time,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,Catheterization period shorter for BPV-BT vs. monopolar TURBT (2.5 days vs. 3.5 days),"Abstract<BR>OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).<BR><BR>METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.<BR><BR>RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.<BR><BR>CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,
Plasma Vaporization Therapy (TUVBT),Hospital Length of Stay,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,"Hospitalization stay shorter for BPV-BT vs. monopolar TURBT (3.5 days vs. 4.5 days) <BR>*Note: Days correlate to European healthcare system","Abstract<BR>OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).<BR><BR>METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.<BR><BR>RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.<BR><BR>CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,
Plasma Vaporization Therapy (TUVBT),Obturator Nerve Stimulation Rate,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,"Obturator nerve stimulation occurred more frequently in the TURBT group (18.3% for monopolar vs. 3.3% for bipolar using Button), strictly related to the lateral bladder wall location of the tumors.","Abstract<BR>OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).<BR><BR>METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.<BR><BR>RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.<BR><BR>CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,
Plasma Vaporization Therapy (TUVBT),Procedure Time,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,Mean operature time was shorter for BPV-BT than for monopolar TURBT (21.4 minutes vs. 32.7  minutes),"Abstract<BR>OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).<BR><BR>METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.<BR><BR>RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.<BR><BR>CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,
Plasma Vaporization Therapy (TUVBT),Recurrence Rate of Nonmuscle Invasive Bladder Tumors,Olympus,PlasmaButton™,Geavlete,Olympus,Innovative Technique in Nonmuscle Invasive Bladder Cancer -- Bipolar Plasma Vaporization,UROLOGY,"During follow up, overall residual tumors' rate was less in BPV-BT vs. monopolar TURBT (9.3% vs. 20.8%); primary site residual tumors' rate was less for BPV-BT vs. monopolar TURBT (7.4% vs. 17%); and residual lesions in cases of initial multiple tumors was less in BPV-BT vs. monopolar TURBT (9.7% vs. 25%)","Abstract<BR>OBJECTIVES: To evaluate the efficacy and safety of a newly introduced endoscopic technique in the treatment of nonmuscle-invasive bladder tumors (NMIBT), the bipolar plasma vaporization of bladder tumors (BPV-BT), and to compare it with monopolar transurethral resection of bladder tumors (TURBT).<BR><BR>METHODS: A total of 120 patients with at least one bladder tumor larger than 3 cm were enrolled in the study and randomized for BPV-BT and TURBT. Resection biopsy followed by tumor plasma vaporization and biopsies of the tumoral bed were performed in the 60 cases of the BPV-BT arm. All NMIBT patients underwent monopolar Re-TURBT 4 weeks after the initial procedure.<BR><BR>RESULTS: The mean operative time and postoperative hemoglobin decrease were significantly improved for BPV-BT compared with TURBT (21.4 minutes vs 32.7 minutes and 0.3 g/dL vs 0.9 g/dL). The perioperative complications were more frequent in the TURBT arm. The mean catheterization period and hospital stay were significantly shorter in the BPV-BT series (2.5 vs 3.5 days and 3.5 vs 4.5 days). During follow-up, the overall residual tumors' rate at Re-TURBT was 9.3% in the BPVBT group vs 20.8% in the TURBT group. Primary site recurrences occurred in 7.4% vs 17% of the cases, whereas in patients with initial multiple tumors, the recurrence rate was 9.7% vs 25%.<BR><BR>CONCLUSIONS: BPV-BT seems to represent a promising endoscopic treatment alternative for NMIBT patients, with good efficacy, reduced morbidity, fast postoperative recovery, and significantly decreased residual tumors' rate by compared with TURBT.",http://www.ncbi.nlm.nih.gov/pubmed/21167565,
Plasma Vaporization Therapy (TUVP),Blood Loss,Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"The mean hemoglobin drop (0.5 vs. 1.2 and 1.6 g/dL) and intraoperative bleeding (1.8% vs. 8.2% and 13.5%) rates were significantly decreased in the Button group compared with the Bipolar TURis and Monopolar arms. In the Button and Bipolar TURis series, the postoperative hematuria (2.9% and 4.7% vs. 15.3%) and blood transfusion (1.2% and 1.8% vs. 6.5%) rates were significantly lower compared with the monopolar TURP group. Clot retention (0.6% and 1.2% vs. 4.1%) rates were significantly higher for monopolar TURP.","OBJECTIVE:<BR><BR>To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.<BR>METHODS:<BR><BR>A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.<BR>RESULT:<BR><BR>Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).<BR>CONCLUSION:<BR><BR>BPVP represents a valuable endoscopic treatment alternative for BPH patients, with superior efficacy and satisfactory complication rate. The long-term follow-up emphasized durable improvements of the postoperative parameters for BPVP.",http://www.ncbi.nlm.nih.gov/pubmed/21802121,
Plasma Vaporization Therapy (TUVP),Capsular Perforation Rate,Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"Capsule perforation rate decreased for Button:<BR>Button: 1.2%<BR>Bipolar TURis: 7.1%<BR>Monopolar TURP: 9.4%","OBJECTIVE:<BR><BR>To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.<BR>METHODS:<BR><BR>A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.<BR>RESULT:<BR><BR>Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).<BR>CONCLUSION:<BR><BR>BPVP represents a valuable endoscopic treatment alternative for BPH patients, with superior efficacy and satisfactory complication rate. The long-term follow-up emphasized durable improvements of the postoperative parameters for BPVP.",http://www.ncbi.nlm.nih.gov/pubmed/21802121,
Plasma Vaporization Therapy (TUVP),Cath Time,Olympus,PlasmaButton™,Geavlete,Olympus,TUR in saline plasma vaporization of the prostate vs standard TUR of the prostate: 'the better choice' in benign prostatic hyperplasia?,"BJUI<BR>28 JUN 2010<BR>DOI: 10.1111/j.1464-410X.2010.09433.x","Catheterization period significantly shorter TURis-PVP<BR> (23.8 vs. 71.2 h)","OBJECTIVE<BR>To evaluate the efficiency, safety and short-term outcome of transurethral resection in saline plasma vaporization of the prostate (TURis-PVP), and to compare it to the standard TUR of the prostate (TURP).<BR>PATIENTS AND METHODS<BR>In all, 155 patients with benign prostatic enlargement (BPE) secondary to benign prostatic hyperplasia (BPH), with a maximum urinary flow rate (Qmax) of <10 mL/s, an International Prostate Symptom Score (IPSS) of >19 and prostate volume of 30–80 mL were enrolled in this prospective, randomized trial. All patients were evaluated preoperatively and at 1, 3 and 6 months after surgery by IPSS, health-related quality of life (HRQL) score, Qmax and postvoid residual urine volume (PVR).<BR>RESULTS<BR>Patients from both series had similar preoperative characteristics. TURis-PVP and TURP were successfully performed in all cases (75 and 80, respectively). The operative duration, catheterization period and hospital stay were significantly shorter for TURis-PVP patients at 35.1 vs 50.4 min, 23.8 vs 71.2 and 47.6 vs 93.1 h, respectively (all P < 0.05). At the 1, 3 and 6 months follow-ups, improvements in the variables measured were better in the TURis-PVP group: the IPSS was 4.4 vs 8.3 and the Qmax was 22.7 vs 20.5 mL/s at 1 month; the IPSS was 4.8 vs 8.6 and the Qmax was 22.3 vs 20.0 mL/s at 3 months; and the IPSS was 5 vs 9.1 and the Qmax was 21.8 vs 19.3 mL/s at 6 months (All P < 0.05).<BR>CONCLUSIONS<BR>TURis-PVP represents a valuable endoscopic treatment alternative for patients with BPE, with superior efficacy, short-term results and complication rates compared with monopolar TURP.",http://onlinelibrary.wiley.com/doi/10.1111/j.1464-410X.2010.09433.x/abstract,
Plasma Vaporization Therapy (TUVP),Cath Time,Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"Catheterization time shorter for Button patients than both Bipolar TURis and Monopolar:<BR>Button: 23.5 hours<BR>Bipolar TURis: 46.3 hours<BR>Monopolar TURP: 72.8 hours","OBJECTIVE:<BR><BR>To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.<BR>METHODS:<BR><BR>A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.<BR>RESULT:<BR><BR>Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).<BR>CONCLUSION:<BR><BR>BPVP represents a valuable endoscopic treatment alternative for BPH patients, with superior efficacy and satisfactory complication rate. The long-term follow-up emphasized durable improvements of the postoperative parameters for BPVP.",http://www.ncbi.nlm.nih.gov/pubmed/21802121,
Plasma Vaporization Therapy (TUVP),Hospital Length of Stay,Olympus,PlasmaButton™,Geavlete,Olympus,TUR in saline plasma vaporization of the prostate vs standard TUR of the prostate: 'the better choice' in benign prostatic hyperplasia?,"BJUI<BR>28 JUN 2010<BR>DOI: 10.1111/j.1464-410X.2010.09433.x",Hospitalization stay significantly shorter TURis-PVP (47.6 vs. 93.1h),"OBJECTIVE<BR>To evaluate the efficiency, safety and short-term outcome of transurethral resection in saline plasma vaporization of the prostate (TURis-PVP), and to compare it to the standard TUR of the prostate (TURP).<BR>PATIENTS AND METHODS<BR>In all, 155 patients with benign prostatic enlargement (BPE) secondary to benign prostatic hyperplasia (BPH), with a maximum urinary flow rate (Qmax) of <10 mL/s, an International Prostate Symptom Score (IPSS) of >19 and prostate volume of 30–80 mL were enrolled in this prospective, randomized trial. All patients were evaluated preoperatively and at 1, 3 and 6 months after surgery by IPSS, health-related quality of life (HRQL) score, Qmax and postvoid residual urine volume (PVR).<BR>RESULTS<BR>Patients from both series had similar preoperative characteristics. TURis-PVP and TURP were successfully performed in all cases (75 and 80, respectively). The operative duration, catheterization period and hospital stay were significantly shorter for TURis-PVP patients at 35.1 vs 50.4 min, 23.8 vs 71.2 and 47.6 vs 93.1 h, respectively (all P < 0.05). At the 1, 3 and 6 months follow-ups, improvements in the variables measured were better in the TURis-PVP group: the IPSS was 4.4 vs 8.3 and the Qmax was 22.7 vs 20.5 mL/s at 1 month; the IPSS was 4.8 vs 8.6 and the Qmax was 22.3 vs 20.0 mL/s at 3 months; and the IPSS was 5 vs 9.1 and the Qmax was 21.8 vs 19.3 mL/s at 6 months (All P < 0.05).<BR>CONCLUSIONS<BR>TURis-PVP represents a valuable endoscopic treatment alternative for patients with BPE, with superior efficacy, short-term results and complication rates compared with monopolar TURP.",http://onlinelibrary.wiley.com/doi/10.1111/j.1464-410X.2010.09433.x/abstract,
Plasma Vaporization Therapy (TUVP),Hospital Length of Stay,Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"Hospital stay shorter for Button patients than both Bipolar TURis and Monopolar TURP:<BR>Button: 1.9 days<BR>Bipolar TURis: 3.1 days<BR>Monopolar TURP: 4.2 days<BR>*Note: Days correlate to European healthcare system","OBJECTIVE:<BR><BR>To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.<BR>METHODS:<BR><BR>A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.<BR>RESULT:<BR><BR>Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).<BR>CONCLUSION:<BR><BR>BPVP represents a valuable endoscopic treatment alternative for BPH patients, with superior efficacy and satisfactory complication rate. The long-term follow-up emphasized durable improvements of the postoperative parameters for BPVP.",http://www.ncbi.nlm.nih.gov/pubmed/21802121,
Plasma Vaporization Therapy (TUVP),IPSS,Olympus,PlasmaButton™,Geavlete,Olympus,TUR in saline plasma vaporization of the prostate vs standard TUR of the prostate: 'the better choice' in benign prostatic hyperplasia?,"BJUI<BR>28 JUN 2010<BR>DOI: 10.1111/j.1464-410X.2010.09433.x","At 1, 3, and 6 months follow-ups improvements in the variables measured were better in the TURis-PVP group: the IPSS was 4.4 vs. 8.3 at 1 month, 4.8 vs. 8.6 at 3 months, and 5 vs. 9.1 at 6 months","OBJECTIVE<BR>To evaluate the efficiency, safety and short-term outcome of transurethral resection in saline plasma vaporization of the prostate (TURis-PVP), and to compare it to the standard TUR of the prostate (TURP).<BR>PATIENTS AND METHODS<BR>In all, 155 patients with benign prostatic enlargement (BPE) secondary to benign prostatic hyperplasia (BPH), with a maximum urinary flow rate (Qmax) of <10 mL/s, an International Prostate Symptom Score (IPSS) of >19 and prostate volume of 30–80 mL were enrolled in this prospective, randomized trial. All patients were evaluated preoperatively and at 1, 3 and 6 months after surgery by IPSS, health-related quality of life (HRQL) score, Qmax and postvoid residual urine volume (PVR).<BR>RESULTS<BR>Patients from both series had similar preoperative characteristics. TURis-PVP and TURP were successfully performed in all cases (75 and 80, respectively). The operative duration, catheterization period and hospital stay were significantly shorter for TURis-PVP patients at 35.1 vs 50.4 min, 23.8 vs 71.2 and 47.6 vs 93.1 h, respectively (all P < 0.05). At the 1, 3 and 6 months follow-ups, improvements in the variables measured were better in the TURis-PVP group: the IPSS was 4.4 vs 8.3 and the Qmax was 22.7 vs 20.5 mL/s at 1 month; the IPSS was 4.8 vs 8.6 and the Qmax was 22.3 vs 20.0 mL/s at 3 months; and the IPSS was 5 vs 9.1 and the Qmax was 21.8 vs 19.3 mL/s at 6 months (All P < 0.05).<BR>CONCLUSIONS<BR>TURis-PVP represents a valuable endoscopic treatment alternative for patients with BPE, with superior efficacy, short-term results and complication rates compared with monopolar TURP.",http://onlinelibrary.wiley.com/doi/10.1111/j.1464-410X.2010.09433.x/abstract,
Plasma Vaporization Therapy (TUVP),IPSS,Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"During the 1, 3, 6, 12, and 18 months' follow-up, the Button patients emphasized significantly superior parameters in terms of IPSS and Qmax:<BR>18 month IPSS: Button - 5.0, Bipolar TURis - 7.9, Monopolar TURP - 8.3<BR>18 month Qmax: Button - 23.7 mL/s, Bipolar TURis - 20.6 mL/s, Monopolar TURP - 20.2 mL/s","OBJECTIVE:<BR><BR>To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.<BR>METHODS:<BR><BR>A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.<BR>RESULT:<BR><BR>Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).<BR>CONCLUSION:<BR><BR>BPVP represents a valuable endoscopic treatment alternative for BPH patients, with superior efficacy and satisfactory complication rate. The long-term follow-up emphasized durable improvements of the postoperative parameters for BPVP.",http://www.ncbi.nlm.nih.gov/pubmed/21802121,
Plasma Vaporization Therapy (TUVP),"Long-Term <BR>Follow-Up",Olympus,PlasmaButton™,Geavlete,Olympus,"Bipolar Plasma Vaporization vs. Monopolar and Bipolar TURP - A Prospective, Randomized, Long-term Comparison",Urology. 2011 Oct;78(4):930-5. Epub 2011 Jul 29.,"During the long-term follow-up of 18 months, the retreatment (2.5% vs. 9.4% and 8.8%) and bladder neck sclerosis (0.6% vs. 3.5% and 4.1%) rates were significantly reduced for Button patients compared with Bipolar TURis and Monopolar TURP. Rehospitalization for secondary hemorrhage (0.6% and 1.2% vs. 3.5%) rates were significantly higher for TURP, whereas the recatheterization rate (1.8% vs. 5.9% and 7.1%) was significantly decreased for Button vs. Bipolar TURis and Monopolar TURP.","OBJECTIVE:<BR><BR>To perform a prospective, randomized, long-term comparison between bipolar plasma vaporization of the prostate (BPVP), bipolar transurethral resection in saline (TURis), and monopolar transurethral resection of the prostate (TURP) concerning the perioperative and follow-up parameters.<BR>METHODS:<BR><BR>A total of 510 patients with benign prostatic hyperplasia (BPH), Q(max) <10 mL/s, International Prostate Symptom Score (IPSS) >19, and prostate volume between 30 and 80 mL were enrolled in the trial. All cases were evaluated preoperatively and at 1, 3, 6, 12, and 18 months after surgery by IPSS, quality of life, Q(max), and ultrasonography.<BR>RESULT:<BR><BR>Each study arm including 170 cases emphasized similar preoperative parameters. The capsular perforation and intraoperative bleeding rates as well as the mean hemoglobin drop were significantly decreased for BPVP by comparison with TURis and TURP. The postoperative hematuria, blood transfusion, and clot retention rates were significantly higher in the TURP group. The operation time was significantly shorter only for BPVP patients, whereas the catheterization period and hospital stay were significantly reduced for BPVP, followed by TURis. The rates of irritative symptoms and urethral strictures were similar in the 3 series. The recatheterization, bladder neck sclerosis, and retreatment rates were significantly lower in the BPVP group. During the 1, 3, 6, 12, and 18 months' follow-up, the BPVP series emphasized significantly superior parameters in terms of IPSS and Q(max).<BR>CONCLUSION:<BR><BR>BPVP represents a valuable endoscopic treatment alternative for BPH patients, with superior efficacy and satisfactory complication rate. The long-term follow-up emphasized durable improvements of the postoperative parameters for BPVP.",http://www.ncbi.nlm.nih.gov/pubmed/21802121,
